loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L000122,B1647,CONVENTIONAL,2011-10-10,2031-10-10,439102.00,158121.33,3.629,360,OK,PURCHASE,D,6,HIGH,DELINQUENT,42,Bank of America,2012-06-07,2012-07-07,MISSING,ORIGINATION_SYS
L000123,B4350,JUMBO,2014-04-06,2044-04-06,173014.00,135897.57,7.991,360,ME,REFINANCE,D,17,HIGH,DEFAULT,214,Bank of America,2022-02-22,2022-03-02,COMPLETE,SERVICING_SYS
L000124,B7781,CONVENTIONAL,2020-06-14,2035-06-14,542296.00,431157.22,5.875,180,AK,REFINANCE,A+,29,VERY_HIGH,CURRENT,0,Bank of America,2022-10-24,2022-10-28,COMPLETE,ORIGINATION_SYS
L000125,B9005,JUMBO,2018-07-09,2048-07-09,307666.00,192151.56,5.265,360,HI,PURCHASE,B+,17,VERY_HIGH,DELINQUENT,73,JPMorgan Chase,2022-05-21,2022-06-19,INCOMPLETE,MANUAL_ENTRY
L000126,B1104,JUMBO,2011-04-27,2041-04-27,85466.00,72252.49,3.325,360,VA,PURCHASE,A,6,VERY_HIGH,CURRENT,0,Bank of America,2020-07-28,2020-07-29,COMPLETE,MANUAL_ENTRY
L000127,B1274,VA,2023-10-30,2043-10-30,741309.00,457465.75,5.714,240,XX,CASH_OUT,B+,13,MEDIUM,CURRENT,0,Wells Fargo,2030-02-04,2030-03-05,COMPLETE,ORIGINATION_SYS
L000128,B2294,VA,2015-05-29,2030-05-29,699887.00,0.00,8.256,240,VT,PURCHASE,C,21,LOW,PAID_OFF,0,PNC Bank,2018-06-26,2018-07-23,COMPLETE,ORIGINATION_SYS
L000129,B3807,CONVENTIONAL,2012-02-05,2032-02-05,-447687.00,244061.14,5.499,240,MI,CASH_OUT,A,28,LOW,CURRENT,0,JPMorgan Chase,2019-04-27,2019-05-03,MISSING,MANUAL_ENTRY
L000130,B9897,CONVENTIONAL,2022-09-18,2042-09-18,334263.00,110395.46,3.576,240,XX,PURCHASE,A+,4,VERY_HIGH,CURRENT,0,Wells Fargo,2033-03-05,2033-03-14,COMPLETE,ORIGINATION_SYS
L000131,B2284,VA,2022-09-17,2042-09-17,616820.00,318047.44,2.822,240,CA,REFINANCE,A+,24,VERY_HIGH,DEFAULT,161,Freedom Mortgage,2031-08-28,2031-09-07,COMPLETE,SERVICING_SYS
L000132,B7227,CONVENTIONAL,2020-02-08,2040-02-08,289220.00,0.00,7.133,240,VA,PURCHASE,A,8,MEDIUM,PAID_OFF,0,Quicken Loans,2025-01-10,2025-02-01,INCOMPLETE,ORIGINATION_SYS
L000133,B5419,CONVENTIONAL,2018-09-27,2038-09-27,428221.00,158124.07,3.295,180,OK,CASH_OUT,A+,13,LOW,CURRENT,0,Wells Fargo,2022-04-11,2022-04-13,COMPLETE,ORIGINATION_SYS
L000134,B2387,FHA,2023-05-23,2053-05-23,390189.00,336115.37,5.932,180,HI,PURCHASE,C,9,HIGH,CURRENT,0,Quicken Loans,2028-02-10,2028-02-14,COMPLETE,SERVICING_SYS
L000135,B9123,FHA,2016-03-10,2036-03-10,364313.00,223961.55,5.247,180,MT,REFINANCE,A+,12,HIGH,CURRENT,0,Quicken Loans,2019-02-03,2019-02-13,COMPLETE,MANUAL_ENTRY
L000136,B3910,JUMBO,2023-05-02,2038-05-02,365029.00,0.00,8.312,240,SD,REFINANCE,A+,25,MEDIUM,PAID_OFF,0,Bank of America,2025-08-31,2025-09-12,COMPLETE,SERVICING_SYS
L000137,B1440,JUMBO,2018-03-10,2033-03-10,641240.00,0.00,8.158,180,ME,CASH_OUT,A,26,VERY_HIGH,CLOSED,0,PNC Bank,2020-04-14,2020-04-29,COMPLETE,SERVICING_SYS
L000138,B8851,JUMBO,2015-06-06,2035-06-06,740658.00,296406.22,5.706,360,AZ,REFINANCE,B+,28,LOW,CURRENT,0,Wells Fargo,2019-09-27,2019-10-21,COMPLETE,MANUAL_ENTRY
L000139,B7547,VA,2017-12-18,2032-12-18,728428.00,508618.03,8.294,240,CT,REFINANCE,B,16,MEDIUM,CURRENT,0,Quicken Loans,2025-04-12,2025-04-23,COMPLETE,MANUAL_ENTRY
L000140,B7815,CONVENTIONAL,2023-03-15,2053-03-15,574776.00,0.00,3.196,360,MD,REFINANCE,D,25,MEDIUM,CLOSED,0,US Bank,2028-09-11,2028-09-26,COMPLETE,ORIGINATION_SYS
L000141,B1370,VA,2019-10-30,2049-10-30,524425.00,266036.17,6.388,360,WV,PURCHASE,A+,5,MEDIUM,CURRENT,0,Bank of America,2028-12-29,2029-01-15,COMPLETE,SERVICING_SYS
L000142,B4232,JUMBO,2015-03-15,2035-03-15,710351.00,298271.88,6.053,240,XX,PURCHASE,B,8,LOW,CURRENT,45,US Bank,2019-09-20,2019-09-23,INCOMPLETE,MANUAL_ENTRY
L000143,B9646,VA,2014-03-12,2034-03-12,391819.00,167737.04,6.082,360,DE,REFINANCE,C,27,VERY_HIGH,CURRENT,0,US Bank,2021-10-18,2021-10-23,INCOMPLETE,MANUAL_ENTRY
L000144,B2916,FHA,2016-09-02,2046-09-02,668836.00,237496.16,4.74,180,NE,CASH_OUT,B,18,VERY_HIGH,CURRENT,0,Quicken Loans,2018-01-27,2018-02-01,COMPLETE,MANUAL_ENTRY
L000145,B1878,VA,2013-11-20,2043-11-20,224971.00,139092.22,8.211,240,MO,CASH_OUT,A+,20,VERY_HIGH,CURRENT,0,Quicken Loans,2017-06-30,2017-07-21,COMPLETE,MANUAL_ENTRY
L000146,B1535,VA,2019-12-16,2039-12-16,225377.00,79723.94,3.849,240,NJ,CASH_OUT,B+,24,VERY_HIGH,CURRENT,0,US Bank,2028-07-28,2028-08-13,COMPLETE,ORIGINATION_SYS
L000147,B7965,CONVENTIONAL,2016-01-04,2046-01-04,434682.00,283555.33,6.916,360,MD,PURCHASE,D,8,HIGH,DEFAULT,315,Freedom Mortgage,2022-03-20,2022-04-15,COMPLETE,ORIGINATION_SYS
L000148,B3719,FHA,2015-04-26,2030-04-26,666482.00,0.00,7.209,180,OR,REFINANCE,A+,8,MEDIUM,PAID_OFF,0,Bank of America,2022-03-29,2022-04-20,COMPLETE,MANUAL_ENTRY
L000149,B5543,FHA,2015-12-31,2045-12-31,149850.00,58161.70,6.709,180,VA,REFINANCE,B,24,VERY_HIGH,DEFAULT,300,Quicken Loans,2026-05-20,2026-05-24,COMPLETE,SERVICING_SYS
L000150,B5558,VA,2019-04-17,2039-04-17,523947.00,182902.34,5.228,240,AL,CASH_OUT,A,23,VERY_HIGH,DEFAULT,137,PNC Bank,2023-11-22,2023-12-13,COMPLETE,ORIGINATION_SYS
L000151,B5646,VA,2021-12-27,2041-12-27,278411.00,0.00,5.784,180,NY,REFINANCE,B+,24,LOW,PAID_OFF,0,Wells Fargo,2027-08-14,2027-08-17,COMPLETE,SERVICING_SYS
L000152,B3161,VA,2010-05-14,2025-05-14,215657.00,126555.26,3.454,240,MS,REFINANCE,A,11,MEDIUM,CURRENT,0,Wells Fargo,2021-03-11,2021-03-23,COMPLETE,MANUAL_ENTRY
L000153,B3174,FHA,2015-04-03,2035-04-03,737326.00,264906.10,5.617,240,XX,CASH_OUT,C,26,LOW,CURRENT,0,Freedom Mortgage,2017-09-23,2017-10-06,COMPLETE,SERVICING_SYS
L000154,B5902,FHA,2011-08-04,2026-08-04,451677.00,0.00,4.796,180,UT,PURCHASE,A,16,LOW,PAID_OFF,0,US Bank,2012-10-29,2012-11-18,COMPLETE,SERVICING_SYS
L000155,B2646,FHA,2014-10-12,2044-10-12,208727.00,187422.48,7.015,360,MN,REFINANCE,C,25,MEDIUM,DELINQUENT,58,JPMorgan Chase,2024-07-03,2024-07-11,COMPLETE,ORIGINATION_SYS
L000156,B5942,FHA,2022-05-31,2052-05-31,679153.00,522110.25,5.606,360,MT,REFINANCE,B+,1,MEDIUM,CURRENT,0,Quicken Loans,2033-01-18,2033-01-30,COMPLETE,SERVICING_SYS
L000157,B3162,JUMBO,2023-04-28,2038-04-28,603948.00,530067.61,7.665,360,OH,CASH_OUT,B,24,VERY_HIGH,CURRENT,0,Freedom Mortgage,2027-06-15,2027-06-17,COMPLETE,ORIGINATION_SYS
L000158,B5693,JUMBO,2010-04-23,2030-04-23,276222.00,90017.29,5.041,240,OH,CASH_OUT,A+,4,HIGH,CURRENT,0,Wells Fargo,2019-03-29,2019-04-07,COMPLETE,ORIGINATION_SYS
L000159,B2083,VA,2013-06-26,2043-06-26,392622.00,217502.96,6.692,360,KS,PURCHASE,B,2,VERY_HIGH,DELINQUENT,83,Wells Fargo,2020-11-07,2020-11-21,COMPLETE,ORIGINATION_SYS
L000160,B1185,FHA,2016-12-08,2046-12-08,740017.00,578269.87,5.478,240,DC,CASH_OUT,C,5,HIGH,CURRENT,0,JPMorgan Chase,2024-12-15,2025-01-07,INCOMPLETE,SERVICING_SYS
L000161,B2262,JUMBO,2012-08-25,2027-08-25,401284.00,330906.85,5.231,240,OR,PURCHASE,C,5,HIGH,CURRENT,0,Freedom Mortgage,2013-06-12,2013-06-15,INCOMPLETE,MANUAL_ENTRY
L000162,B8729,VA,2012-08-02,2027-08-02,583541.00,0.00,4.798,180,AZ,CASH_OUT,B+,23,VERY_HIGH,PAID_OFF,0,JPMorgan Chase,2012-10-21,2012-10-31,COMPLETE,MANUAL_ENTRY
L000163,B3938,FHA,2017-03-05,2037-03-05,131670.00,88416.19,7.326,180,CA,REFINANCE,C,24,HIGH,CURRENT,0,Bank of America,2024-10-21,2024-10-23,COMPLETE,ORIGINATION_SYS
L000164,B7033,JUMBO,2018-04-11,2033-04-11,355759.00,237104.26,8.487,180,OH,PURCHASE,B,0,VERY_HIGH,CURRENT,0,Wells Fargo,2025-05-04,2025-05-11,COMPLETE,MANUAL_ENTRY
L000165,B2703,FHA,2010-03-20,2030-03-20,51533.00,40881.33,5.679,180,AR,PURCHASE,B+,8,LOW,CURRENT,0,Wells Fargo,2018-07-29,2018-08-27,COMPLETE,MANUAL_ENTRY
L000166,B7461,CONVENTIONAL,2019-04-07,2049-04-07,440586.00,263469.42,6.051,180,FL,PURCHASE,C,8,HIGH,DELINQUENT,67,Freedom Mortgage,2020-06-01,2020-06-13,COMPLETE,MANUAL_ENTRY
L000167,B2785,FHA,2017-04-26,2037-04-26,524751.00,250186.23,3.134,240,NE,PURCHASE,A+,11,MEDIUM,CURRENT,0,Quicken Loans,2019-09-03,2019-09-12,COMPLETE,ORIGINATION_SYS
L000168,B6370,FHA,2012-01-11,2027-01-11,368992.00,308902.15,3.047,180,MT,CASH_OUT,A,21,HIGH,DELINQUENT,32,Bank of America,2014-07-09,2014-08-04,MISSING,ORIGINATION_SYS
L000169,B3290,CONVENTIONAL,2019-01-26,2039-01-26,632959.00,497664.64,2.572,180,MT,REFINANCE,B+,20,LOW,CURRENT,0,US Bank,2024-05-01,2024-05-19,COMPLETE,ORIGINATION_SYS
L000170,B6432,CONVENTIONAL,2010-06-28,2025-06-28,257356.00,228177.61,2.756,240,OR,REFINANCE,B+,12,VERY_HIGH,CURRENT,0,Wells Fargo,2012-01-06,2012-01-18,COMPLETE,ORIGINATION_SYS
L000171,B5026,VA,2017-12-09,2032-12-09,246242.00,15000.00,5.493,360,CO,REFINANCE,D,4,VERY_HIGH,CLOSED,0,JPMorgan Chase,2019-09-08,2019-09-28,INCOMPLETE,MANUAL_ENTRY
L000172,B8859,JUMBO,2015-08-04,2045-08-04,620065.00,0.00,4.564,360,MO,REFINANCE,B,0,HIGH,CLOSED,0,US Bank,2024-06-09,2024-06-16,COMPLETE,SERVICING_SYS
L000173,B2640,FHA,2011-04-25,2031-04-25,605149.00,322139.80,6.441,240,DC,CASH_OUT,A,24,MEDIUM,CURRENT,0,US Bank,2014-01-02,2014-01-29,MISSING,SERVICING_SYS
L000174,B1462,VA,2017-12-16,2032-12-16,234654.00,106476.19,8.185,360,IL,REFINANCE,A+,9,MEDIUM,CURRENT,0,Quicken Loans,2026-04-26,2026-04-27,COMPLETE,ORIGINATION_SYS
L000175,B3137,VA,2023-06-30,2038-06-30,70896.00,45528.81,6.802,240,GA,CASH_OUT,B+,29,MEDIUM,CURRENT,0,Freedom Mortgage,2033-11-13,2033-11-16,INCOMPLETE,SERVICING_SYS
L000176,B3580,JUMBO,2011-08-18,2031-08-18,744303.00,414678.83,7.251,240,ID,CASH_OUT,A+,22,HIGH,CURRENT,0,JPMorgan Chase,2015-02-04,2015-02-25,COMPLETE,ORIGINATION_SYS
L000177,B1530,FHA,2018-06-27,2038-06-27,358823.00,137348.99,6.114,360,OR,PURCHASE,D,4,HIGH,DELINQUENT,74,PNC Bank,2029-03-16,2029-03-18,COMPLETE,SERVICING_SYS
L000178,B1186,VA,2013-10-07,2043-10-07,143035.00,119302.66,3.758,360,KY,PURCHASE,B+,0,LOW,DELINQUENT,76,Quicken Loans,2023-10-16,2023-10-30,COMPLETE,ORIGINATION_SYS
L000179,B4695,FHA,2019-04-15,2039-04-15,447108.00,236207.27,5.208,180,MA,REFINANCE,A,2,HIGH,CURRENT,0,JPMorgan Chase,2028-08-29,2028-09-26,COMPLETE,MANUAL_ENTRY
L000180,B1507,JUMBO,2011-09-07,2041-09-07,147627.00,0.00,8.155,180,NV,PURCHASE,A,3,HIGH,CLOSED,0,JPMorgan Chase,2021-10-12,2021-10-18,COMPLETE,MANUAL_ENTRY
L000181,B9043,FHA,2022-02-11,2042-02-11,742687.00,358710.39,2.827,180,ME,CASH_OUT,B+,19,VERY_HIGH,CURRENT,0,JPMorgan Chase,2022-10-02,2022-10-05,COMPLETE,ORIGINATION_SYS
L000182,B5341,CONVENTIONAL,2016-07-18,2031-07-18,546574.00,463740.65,6.351,240,MO,REFINANCE,B,14,LOW,CURRENT,0,Bank of America,2021-01-31,2021-02-14,COMPLETE,ORIGINATION_SYS
L000183,B9871,JUMBO,2016-01-10,2046-01-10,114633.00,45650.87,8.324,360,AR,REFINANCE,A+,13,VERY_HIGH,DELINQUENT,36,US Bank,2017-01-25,2017-02-22,COMPLETE,SERVICING_SYS
L000184,B3415,CONVENTIONAL,2011-10-09,2031-10-09,86415.00,0.00,8.196,240,HI,PURCHASE,B,4,LOW,PAID_OFF,0,Quicken Loans,2020-10-29,2020-10-31,MISSING,SERVICING_SYS
L000185,B2097,CONVENTIONAL,2014-07-13,2044-07-13,205061.00,172696.28,4.829,240,LA,CASH_OUT,D,29,LOW,CURRENT,0,Freedom Mortgage,2024-10-28,2024-11-19,COMPLETE,MANUAL_ENTRY
L000186,B2641,CONVENTIONAL,2019-05-31,2034-05-31,484574.00,192505.51,5.876,180,OH,REFINANCE,D,8,VERY_HIGH,CURRENT,0,PNC Bank,2026-01-10,2026-01-25,COMPLETE,SERVICING_SYS
L000187,B7484,VA,2010-11-03,2025-11-03,338792.00,190378.43,6.643,180,LA,REFINANCE,A,10,HIGH,DELINQUENT,73,Bank of America,2018-09-13,2018-09-21,INCOMPLETE,MANUAL_ENTRY
L000188,B7828,CONVENTIONAL,2012-03-15,2027-03-15,190913.00,94561.56,3.628,180,NE,CASH_OUT,D,24,HIGH,DELINQUENT,79,Freedom Mortgage,2021-07-18,2021-07-19,COMPLETE,ORIGINATION_SYS
L000189,B3846,FHA,2011-06-22,2031-06-22,581413.00,326870.59,7.751,180,KS,PURCHASE,D,1,HIGH,DEFAULT,358,PNC Bank,2021-05-31,2021-06-06,COMPLETE,SERVICING_SYS
L000190,B8308,FHA,2021-04-30,2041-04-30,716275.00,644645.94,8.263,240,MN,REFINANCE,B,26,HIGH,DELINQUENT,45,PNC Bank,2025-08-02,2025-08-28,COMPLETE,SERVICING_SYS
L000191,B4626,FHA,2010-08-13,2030-08-13,102062.00,41425.93,6.566,240,NC,PURCHASE,B+,0,VERY_HIGH,CURRENT,0,JPMorgan Chase,2021-07-08,2021-07-28,COMPLETE,ORIGINATION_SYS
L000192,B5511,JUMBO,2015-01-08,2035-01-08,687894.00,566347.00,7.873,240,IN,REFINANCE,C,21,VERY_HIGH,CURRENT,0,US Bank,2025-12-11,2025-12-14,COMPLETE,MANUAL_ENTRY
L000193,B2045,VA,2018-05-24,2048-05-24,728787.00,499913.01,8.43,360,LA,REFINANCE,B+,22,HIGH,CURRENT,0,JPMorgan Chase,2026-02-24,2026-02-28,COMPLETE,ORIGINATION_SYS
L000194,B5843,VA,2011-04-11,2041-04-11,473727.00,345510.28,7.941,240,AZ,CASH_OUT,B+,18,MEDIUM,DELINQUENT,76,Bank of America,2011-08-23,2011-09-15,COMPLETE,MANUAL_ENTRY
L000195,B3967,VA,2021-12-28,2051-12-28,548844.00,488055.26,3.086,180,WA,CASH_OUT,B,30,HIGH,DELINQUENT,62,PNC Bank,2025-06-09,2025-06-11,COMPLETE,ORIGINATION_SYS
L000196,B8709,CONVENTIONAL,2016-11-20,2036-11-20,397411.00,215235.25,7.698,360,SC,PURCHASE,D,28,MEDIUM,CURRENT,0,US Bank,2022-03-03,2022-03-06,INCOMPLETE,SERVICING_SYS
L000197,B6614,JUMBO,2021-11-19,2041-11-19,483174.00,0.00,8.423,240,VA,PURCHASE,A,15,HIGH,PAID_OFF,0,PNC Bank,2023-07-04,2023-07-09,COMPLETE,ORIGINATION_SYS
L000198,B2442,FHA,2010-02-08,2030-02-08,336814.00,146884.09,6.187,360,NV,REFINANCE,D,0,LOW,DEFAULT,171,US Bank,2015-09-05,2015-09-11,COMPLETE,ORIGINATION_SYS
L000199,B6641,VA,2017-03-24,2047-03-24,249834.00,77859.64,3.274,240,MD,PURCHASE,A,26,LOW,CURRENT,0,Bank of America,2025-07-14,2025-08-13,COMPLETE,MANUAL_ENTRY
L000200,B9031,VA,2021-09-02,2051-09-02,599577.00,0.00,7.001,180,MT,PURCHASE,B,7,MEDIUM,PAID_OFF,0,JPMorgan Chase,2023-04-03,2023-04-26,COMPLETE,MANUAL_ENTRY
L000201,B9761,CONVENTIONAL,2013-10-16,2028-10-16,434398.00,331107.52,6.064,180,TN,PURCHASE,A,22,LOW,DEFAULT,282,Quicken Loans,2023-09-14,2023-09-28,COMPLETE,MANUAL_ENTRY
L000202,B2654,VA,2015-09-02,2035-09-02,210565.00,91295.02,6.237,360,CT,CASH_OUT,B+,19,LOW,DELINQUENT,30,Bank of America,2019-02-16,2019-02-19,INCOMPLETE,SERVICING_SYS
L000203,B7713,VA,2014-06-16,2044-06-16,259452.00,0.00,3.462,360,IN,CASH_OUT,D,10,MEDIUM,PAID_OFF,0,Wells Fargo,2025-06-13,2025-06-13,COMPLETE,ORIGINATION_SYS
L000204,B2659,VA,2022-11-17,2052-11-17,568105.00,225505.83,6.366,240,ME,REFINANCE,D,1,LOW,CURRENT,0,Freedom Mortgage,2028-09-11,2028-09-16,INCOMPLETE,SERVICING_SYS
L000205,B1751,CONVENTIONAL,2018-01-29,2048-01-29,377897.00,218007.60,7.612,360,MI,REFINANCE,D,30,HIGH,CURRENT,0,PNC Bank,2027-09-15,2027-09-17,COMPLETE,SERVICING_SYS
L000206,B8835,JUMBO,2014-02-07,2029-02-07,470245.00,263413.68,6.393,180,VT,CASH_OUT,A,30,MEDIUM,CURRENT,0,Wells Fargo,2023-07-23,2023-08-05,MISSING,SERVICING_SYS
L000207,B3140,JUMBO,2022-10-05,2052-10-05,509447.00,212856.82,8.022,180,NH,PURCHASE,A,8,HIGH,CURRENT,0,Wells Fargo,2026-11-11,2026-12-03,INCOMPLETE,MANUAL_ENTRY
L000208,B9570,CONVENTIONAL,2022-12-07,2052-12-07,642458.00,0.00,5.097,360,MN,CASH_OUT,B+,20,VERY_HIGH,CLOSED,0,JPMorgan Chase,2032-10-21,2032-11-16,INCOMPLETE,MANUAL_ENTRY
L000209,B3709,CONVENTIONAL,2011-03-24,2026-03-24,724652.00,657506.78,7.009,240,LA,PURCHASE,A+,7,VERY_HIGH,CURRENT,0,Quicken Loans,2016-07-27,2016-08-22,COMPLETE,SERVICING_SYS
L000210,B9148,CONVENTIONAL,2019-12-18,2049-12-18,519865.00,185702.49,3.116,240,OK,PURCHASE,A,25,HIGH,CURRENT,0,US Bank,2023-08-03,2023-08-20,COMPLETE,MANUAL_ENTRY
L000211,B8751,VA,2020-03-26,2040-03-26,430992.00,0.00,6.795,180,TX,PURCHASE,A,10,HIGH,PAID_OFF,0,Freedom Mortgage,2029-10-13,2029-11-02,MISSING,SERVICING_SYS
L000212,B7704,CONVENTIONAL,2022-04-14,2052-04-14,442052.00,334351.53,4.026,180,MT,PURCHASE,D,26,MEDIUM,CURRENT,0,PNC Bank,2024-03-16,2024-03-26,COMPLETE,SERVICING_SYS
L000213,B9260,FHA,2011-01-16,2041-01-16,667413.00,0.00,8.283,180,AR,CASH_OUT,D,26,VERY_HIGH,PAID_OFF,0,US Bank,2016-04-02,2016-04-26,MISSING,ORIGINATION_SYS
L000214,B7302,JUMBO,2022-12-23,2037-12-23,184618.00,67812.05,8.377,360,LA,REFINANCE,C,9,VERY_HIGH,DELINQUENT,68,Freedom Mortgage,2032-12-15,2032-12-19,COMPLETE,MANUAL_ENTRY
L000215,B4291,FHA,2021-06-28,2041-06-28,624416.00,536660.52,6.245,240,UT,PURCHASE,B+,20,MEDIUM,DELINQUENT,89,US Bank,2027-10-12,2027-10-29,COMPLETE,SERVICING_SYS
L000216,B9747,VA,2012-08-03,2032-08-03,639593.00,391584.71,7.765,240,ND,PURCHASE,A,12,MEDIUM,CURRENT,0,Wells Fargo,2020-02-25,2020-03-17,COMPLETE,SERVICING_SYS
L000217,B9866,CONVENTIONAL,2013-08-11,2033-08-11,312732.00,123584.95,4.652,240,UT,CASH_OUT,A+,27,MEDIUM,CURRENT,0,PNC Bank,2022-06-27,2022-07-17,COMPLETE,ORIGINATION_SYS
L000218,B6122,CONVENTIONAL,2021-06-17,2051-06-17,351610.00,263851.11,2.578,240,WY,REFINANCE,B,29,HIGH,CURRENT,0,Freedom Mortgage,2025-10-26,2025-11-13,COMPLETE,MANUAL_ENTRY
L000219,B3847,CONVENTIONAL,2014-05-29,2044-05-29,252897.00,124226.93,4.763,240,KY,PURCHASE,B,18,HIGH,CURRENT,0,Wells Fargo,2022-02-22,2022-03-04,COMPLETE,ORIGINATION_SYS
L000220,B6866,CONVENTIONAL,2010-11-24,2025-11-24,388302.00,267140.99,7.204,240,ID,CASH_OUT,A,25,MEDIUM,DEFAULT,244,Quicken Loans,2016-06-24,2016-07-11,COMPLETE,ORIGINATION_SYS
L000221,B9691,JUMBO,2017-11-02,2032-11-02,273717.00,200132.95,8.48,360,XX,CASH_OUT,C,14,MEDIUM,CURRENT,0,PNC Bank,2021-03-18,2021-04-06,MISSING,ORIGINATION_SYS
L000222,B5633,CONVENTIONAL,2010-11-23,2040-11-23,386526.00,211774.58,7.968,240,NC,REFINANCE,D,1,HIGH,DEFAULT,148,PNC Bank,2015-04-21,2015-04-27,COMPLETE,ORIGINATION_SYS
L000223,B4492,JUMBO,2012-02-26,2027-02-26,614107.00,397071.63,7.514,180,VT,CASH_OUT,D,20,LOW,DELINQUENT,43,PNC Bank,2019-10-02,2019-10-23,COMPLETE,SERVICING_SYS
L000224,B4729,VA,2017-06-10,2032-06-10,141772.00,49281.54,4.946,240,NV,REFINANCE,A,12,LOW,CURRENT,0,US Bank,2020-05-06,2020-05-06,COMPLETE,MANUAL_ENTRY
L000225,B2738,VA,2011-06-03,2041-06-03,664054.00,0.00,7.221,240,ME,REFINANCE,D,12,LOW,PAID_OFF,0,Quicken Loans,2015-07-07,2015-07-12,COMPLETE,ORIGINATION_SYS
L000226,B7113,CONVENTIONAL,2018-10-09,2048-10-09,359307.00,332031.03,5.821,360,AZ,PURCHASE,A+,19,VERY_HIGH,CURRENT,0,US Bank,2026-06-13,2026-06-30,MISSING,SERVICING_SYS
L000227,B3637,FHA,2014-09-17,2044-09-17,410554.00,0.00,3.825,240,ID,CASH_OUT,A+,27,LOW,PAID_OFF,0,Freedom Mortgage,2024-05-04,2024-05-28,MISSING,MANUAL_ENTRY
L000228,B8982,VA,2020-05-06,2050-05-06,626365.00,217689.38,4.643,360,CT,REFINANCE,A+,2,MEDIUM,DELINQUENT,46,Bank of America,2021-07-12,2021-07-27,COMPLETE,MANUAL_ENTRY
L000229,B8017,FHA,2016-11-09,2046-11-09,662546.00,264393.44,2.529,180,VA,CASH_OUT,B+,13,HIGH,CURRENT,0,Freedom Mortgage,2025-12-30,2026-01-10,COMPLETE,MANUAL_ENTRY
L000230,B2343,VA,2017-06-09,2037-06-09,535331.00,315568.35,7.652,180,IL,REFINANCE,B+,28,LOW,DEFAULT,339,PNC Bank,2023-09-15,2023-09-17,INCOMPLETE,MANUAL_ENTRY
L000231,B5269,JUMBO,2010-09-13,2040-09-13,657021.00,370124.50,6.423,180,IA,CASH_OUT,B+,27,HIGH,CURRENT,0,JPMorgan Chase,2026-01-17,2026-01-31,COMPLETE,ORIGINATION_SYS
L000232,B3717,FHA,2018-11-25,2038-11-25,576560.00,176937.38,5.177,180,OR,CASH_OUT,B,23,VERY_HIGH,CURRENT,0,Bank of America,2029-10-16,2029-10-17,COMPLETE,SERVICING_SYS
L000233,B6918,JUMBO,2015-03-14,2030-03-14,327198.00,176730.39,5.318,240,AZ,CASH_OUT,C,3,HIGH,CURRENT,0,Freedom Mortgage,2017-08-06,2017-08-29,COMPLETE,MANUAL_ENTRY
L000234,B2275,VA,2022-10-15,2037-10-15,444956.00,322543.69,4.758,180,MN,REFINANCE,D,25,VERY_HIGH,CURRENT,0,US Bank,2030-03-13,2030-03-13,COMPLETE,ORIGINATION_SYS
L000235,B6934,CONVENTIONAL,2019-11-13,2034-11-13,291162.00,101937.96,6.467,240,WA,PURCHASE,D,21,VERY_HIGH,DELINQUENT,43,Quicken Loans,2021-08-19,2021-08-25,COMPLETE,MANUAL_ENTRY
L000236,B9399,CONVENTIONAL,2019-03-21,2034-03-21,305506.00,100219.35,7.845,180,KY,PURCHASE,A+,30,VERY_HIGH,CURRENT,0,US Bank,2021-02-07,2021-02-25,COMPLETE,MANUAL_ENTRY
L000237,B4594,JUMBO,2016-05-11,2031-05-11,277114.00,0.00,6.105,360,ID,CASH_OUT,B+,16,HIGH,CLOSED,0,JPMorgan Chase,2026-03-02,2026-03-25,COMPLETE,SERVICING_SYS
L000238,B9564,JUMBO,2023-05-19,2053-05-19,122187.00,152733.75,7.459,360,NM,CASH_OUT,A+,1,LOW,CURRENT,0,Wells Fargo,2024-09-04,2024-09-19,COMPLETE,MANUAL_ENTRY
L000239,B9680,JUMBO,2022-02-04,2037-02-04,730768.00,424191.05,3.877,240,MO,REFINANCE,A+,25,LOW,CURRENT,0,Quicken Loans,2031-12-27,2031-12-31,COMPLETE,ORIGINATION_SYS
L000240,B1116,CONVENTIONAL,2011-11-18,2031-11-18,-677354.00,589228.96,5.619,240,VT,REFINANCE,D,11,LOW,CURRENT,0,JPMorgan Chase,2014-01-30,2014-02-12,COMPLETE,SERVICING_SYS
L000241,B7770,JUMBO,2015-11-11,2045-11-11,494136.00,329606.33,3.572,360,KY,REFINANCE,A+,11,VERY_HIGH,DELINQUENT,73,PNC Bank,2020-05-25,2020-05-29,INCOMPLETE,MANUAL_ENTRY
L000242,B7562,VA,2012-09-02,2042-09-02,290932.00,171733.28,7.305,360,VA,PURCHASE,B,12,LOW,DELINQUENT,40,Freedom Mortgage,2013-11-16,2013-11-18,INCOMPLETE,SERVICING_SYS
L000243,B7296,JUMBO,2023-06-19,2043-06-19,142422.00,48658.80,6.184,360,RI,PURCHASE,B,20,VERY_HIGH,CURRENT,0,Quicken Loans,2024-06-10,2024-06-10,COMPLETE,MANUAL_ENTRY
