loan_id,note_available,deed_available,title_available,appraisal_available,insurance_available,document_status,last_verified_at
L001798,Y,N,Y,Y,N,COMPLETE,2025-11-26
L001799,Y,N,N,N,N,INCOMPLETE,2025-10-24
L001800,Y,N,Y,Y,N,MISSING,2025-09-11
L001801,Y,N,N,N,Y,COMPLETE,2025-09-30
L001802,Y,N,Y,Y,Y,COMPLETE,2026-07-01
L001803,Y,Y,Y,N,N,MISSING,2026-02-17
L001804,N,Y,Y,Y,N,INCOMPLETE,2026-02-26
L001805,N,Y,Y,Y,Y,COMPLETE,2026-04-21
L001806,N,Y,Y,N,N,COMPLETE,2026-03-30
L001807,Y,N,Y,Y,N,MISSING,2026-06-05
L001808,Y,Y,Y,Y,Y,COMPLETE,2025-11-26
L001809,Y,N,Y,Y,N,COMPLETE,2025-11-29
L001810,Y,Y,Y,Y,Y,COMPLETE,2026-05-19
L001811,Y,Y,N,Y,N,COMPLETE,2025-11-27
L001812,Y,N,N,N,Y,COMPLETE,2025-12-24
L001813,Y,N,Y,N,Y,MISSING,2025-11-05
L001814,Y,N,Y,N,Y,COMPLETE,2026-01-25
L001815,Y,Y,Y,Y,Y,COMPLETE,2025-09-25
L001816,N,N,Y,Y,Y,COMPLETE,2025-12-31
L001817,Y,Y,Y,Y,Y,COMPLETE,2025-09-06
L001818,N,N,Y,N,Y,COMPLETE,2026-08-23
L001819,Y,Y,N,Y,Y,COMPLETE,2026-08-14
L001820,Y,Y,Y,Y,Y,COMPLETE,2026-05-30
L001821,N,Y,Y,N,Y,INCOMPLETE,2026-08-06
L001822,Y,Y,Y,N,Y,COMPLETE,2026-04-09
L001823,Y,Y,N,N,Y,COMPLETE,2025-12-23
L001824,Y,Y,Y,N,N,COMPLETE,2026-07-14
L001825,N,Y,Y,N,Y,COMPLETE,2026-02-20
L001827,Y,N,Y,Y,N,MISSING,2025-12-08
L001828,N,Y,N,N,Y,COMPLETE,2025-12-19
L001829,Y,Y,Y,N,Y,INCOMPLETE,2025-10-24
L001830,N,N,Y,Y,Y,COMPLETE,2026-06-05
L001831,Y,Y,Y,N,N,COMPLETE,2026-03-08
L001832,N,N,Y,Y,Y,COMPLETE,2026-04-18
L001833,Y,N,Y,Y,Y,COMPLETE,2026-06-26
L001834,N,N,Y,N,Y,COMPLETE,2026-06-22
L001835,Y,Y,Y,Y,Y,COMPLETE,2025-09-05
L001836,Y,Y,Y,Y,Y,INCOMPLETE,2026-01-24
L001837,N,N,N,N,Y,COMPLETE,2026-05-31
L001838,Y,N,Y,N,Y,COMPLETE,2026-08-02
L001839,Y,N,Y,Y,N,COMPLETE,2026-02-08
L001840,N,N,N,N,Y,COMPLETE,2026-08-08
L001841,Y,N,Y,N,N,COMPLETE,2025-10-02
L001842,Y,N,N,Y,Y,COMPLETE,2025-10-24
L001843,Y,N,Y,N,N,INCOMPLETE,2026-03-22
L001844,N,N,N,N,N,MISSING,2026-04-21
L001845,N,Y,Y,Y,Y,COMPLETE,2025-12-10
L001846,Y,Y,N,Y,Y,MISSING,2026-05-28
L001847,N,N,N,N,Y,INCOMPLETE,2025-11-24
L001848,Y,Y,N,N,N,INCOMPLETE,2026-03-29
L001849,N,N,Y,N,Y,COMPLETE,2026-05-20
L001851,Y,Y,Y,N,Y,INCOMPLETE,2026-04-27
L001852,N,N,Y,N,Y,COMPLETE,2026-05-13
L001853,Y,Y,Y,Y,Y,INCOMPLETE,2026-03-07
L001854,Y,Y,Y,N,Y,COMPLETE,2026-06-03
L001855,Y,N,Y,N,N,COMPLETE,2025-10-19
L001856,Y,Y,Y,N,N,COMPLETE,2026-06-28
L001857,Y,Y,N,N,Y,COMPLETE,2025-10-15
L001858,Y,N,N,N,Y,COMPLETE,2026-03-18
L001859,Y,Y,Y,N,N,INCOMPLETE,2026-06-30
L001860,N,Y,Y,Y,Y,COMPLETE,2026-04-07
L001861,Y,Y,Y,N,N,COMPLETE,2026-01-29
L001862,Y,Y,Y,N,Y,INCOMPLETE,2026-01-07
L001863,Y,Y,Y,N,N,COMPLETE,2026-06-15
L001864,Y,N,Y,Y,N,MISSING,2025-11-12
L001865,Y,Y,Y,N,N,INCOMPLETE,2026-03-27
L001866,Y,Y,Y,Y,Y,COMPLETE,2026-06-15
L001867,Y,N,Y,N,N,COMPLETE,2026-01-08
L001868,N,Y,Y,N,N,COMPLETE,2026-05-15
L001869,Y,N,N,N,N,COMPLETE,2025-09-30
L001870,Y,Y,Y,Y,Y,COMPLETE,2026-01-02
L001871,Y,Y,N,Y,Y,COMPLETE,2026-05-21
L001872,N,N,Y,N,Y,COMPLETE,2026-02-13
L001873,Y,N,Y,N,Y,COMPLETE,2026-05-13
L001874,Y,N,N,N,N,COMPLETE,2025-09-05
L001875,Y,N,Y,N,N,COMPLETE,2025-12-25
L001876,Y,Y,Y,N,Y,COMPLETE,2025-12-07
L001877,N,Y,Y,N,N,COMPLETE,2025-11-09
L001878,Y,Y,Y,N,Y,COMPLETE,2026-08-11
L001879,Y,Y,Y,Y,Y,COMPLETE,2025-10-03
L001880,N,Y,Y,N,Y,COMPLETE,2026-04-03
L001881,Y,Y,Y,N,Y,COMPLETE,2025-10-11
L001882,N,N,Y,N,Y,COMPLETE,2026-05-06
L001883,Y,N,Y,N,Y,COMPLETE,2025-09-15
L001884,Y,N,Y,Y,N,COMPLETE,2025-09-21
L001885,Y,N,N,N,Y,COMPLETE,2025-12-18
L001886,Y,Y,Y,N,Y,COMPLETE,2025-11-26
L001887,N,Y,Y,Y,Y,COMPLETE,2026-06-26
L001888,Y,N,Y,Y,Y,COMPLETE,2026-05-11
L001889,Y,Y,N,Y,Y,INCOMPLETE,2025-10-05
L001890,Y,Y,Y,Y,Y,COMPLETE,2026-03-19
L001891,Y,Y,N,N,Y,COMPLETE,2026-07-20
L001892,Y,N,Y,N,N,COMPLETE,2025-09-10
L001893,Y,Y,Y,N,N,INCOMPLETE,2026-05-27
L001894,Y,N,Y,N,Y,COMPLETE,2026-01-19
L001895,Y,Y,Y,Y,Y,COMPLETE,2026-06-07
L001896,Y,Y,N,N,N,COMPLETE,2025-08-29
L001897,N,N,Y,N,N,COMPLETE,2026-03-08
L001898,Y,N,Y,N,N,COMPLETE,2026-06-15
L001899,Y,N,Y,Y,Y,COMPLETE,2025-10-25
L001900,Y,Y,Y,N,Y,COMPLETE,2025-11-08
L001901,Y,N,Y,N,Y,INCOMPLETE,2026-04-25
L001902,Y,Y,Y,Y,Y,COMPLETE,2025-10-02
L001903,Y,N,Y,Y,Y,COMPLETE,2026-06-21
L001904,Y,Y,N,N,N,COMPLETE,2026-08-19
L001905,Y,N,Y,Y,Y,COMPLETE,2026-06-23
L001906,Y,Y,Y,N,N,COMPLETE,2026-02-24
L001907,N,Y,Y,N,Y,INCOMPLETE,2026-04-23
L001908,N,Y,Y,N,Y,COMPLETE,2026-04-08
L001909,Y,Y,Y,Y,Y,COMPLETE,2026-03-05
L001910,N,N,N,N,Y,COMPLETE,2026-03-27
L001911,N,N,Y,N,Y,COMPLETE,2026-04-21
L001912,Y,Y,Y,Y,Y,COMPLETE,2026-05-16
L001913,Y,N,N,N,Y,COMPLETE,2025-12-09
L001914,N,N,Y,N,Y,COMPLETE,2026-03-05
L001915,Y,N,N,N,Y,COMPLETE,2026-02-08
L001916,Y,Y,Y,N,Y,COMPLETE,2026-07-31
L001917,N,N,Y,N,N,COMPLETE,2026-02-08
L001918,Y,N,Y,Y,N,COMPLETE,2026-07-23
L001919,Y,N,Y,N,Y,COMPLETE,2026-01-13
L001920,Y,Y,Y,N,Y,COMPLETE,2026-08-22
L001921,Y,Y,Y,N,Y,COMPLETE,2025-10-05
L001922,Y,Y,Y,N,N,COMPLETE,2025-09-30
L001923,Y,N,Y,N,Y,COMPLETE,2025-11-03
L001924,Y,Y,N,N,Y,COMPLETE,2026-03-07
L001925,Y,Y,Y,N,N,COMPLETE,2026-01-21
L001926,Y,Y,Y,N,Y,COMPLETE,2025-09-08
L001927,Y,Y,Y,N,Y,COMPLETE,2026-07-11
L001928,Y,Y,Y,Y,N,COMPLETE,2026-01-30
L001929,N,N,Y,N,Y,COMPLETE,2026-05-11
L001930,Y,N,Y,N,Y,COMPLETE,2026-03-11
L001931,Y,N,N,Y,Y,COMPLETE,2026-04-20
L001932,N,N,Y,Y,Y,INCOMPLETE,2026-06-20
L001933,Y,N,N,N,Y,COMPLETE,2026-05-07
L001934,Y,N,Y,N,Y,INCOMPLETE,2026-04-18
L001935,Y,N,Y,N,Y,INCOMPLETE,2026-05-17
L001936,Y,Y,Y,N,Y,COMPLETE,2026-04-01
L001937,N,Y,N,N,N,COMPLETE,2025-10-04
L001938,N,N,N,N,N,COMPLETE,2026-01-17
L001939,Y,N,Y,N,Y,COMPLETE,2025-12-17
L001940,Y,Y,Y,Y,Y,MISSING,2025-12-06
L001941,N,N,Y,Y,Y,COMPLETE,2026-07-22
L001942,Y,Y,Y,N,N,COMPLETE,2026-07-28
L001943,N,N,N,N,N,MISSING,2025-09-05
L001944,Y,N,Y,N,Y,INCOMPLETE,2026-07-15
L001945,Y,N,Y,Y,Y,COMPLETE,2025-09-30
L001946,Y,N,Y,Y,Y,COMPLETE,2026-01-02
L001947,Y,N,N,N,Y,COMPLETE,2026-06-05
L001948,Y,N,N,N,Y,INCOMPLETE,2025-10-18
L001949,Y,Y,N,N,N,COMPLETE,2026-04-15
L001950,Y,Y,Y,N,N,COMPLETE,2026-05-13
L001951,N,Y,Y,N,Y,MISSING,2026-07-27
L001952,Y,Y,Y,Y,N,COMPLETE,2026-03-06
L001953,Y,N,Y,N,Y,COMPLETE,2026-06-16
L001954,Y,Y,Y,N,Y,COMPLETE,2026-02-03
L001955,Y,N,Y,Y,N,MISSING,2025-12-24
L001956,N,N,Y,N,N,COMPLETE,2025-12-16
L001957,Y,N,N,Y,Y,COMPLETE,2025-10-22
L001958,Y,N,Y,N,Y,COMPLETE,2025-10-15
L001959,Y,N,Y,Y,N,COMPLETE,2026-02-24
L001960,Y,Y,Y,Y,Y,COMPLETE,2026-02-02
L001961,N,N,Y,Y,Y,COMPLETE,2026-05-21
L001962,N,N,Y,N,Y,MISSING,2026-03-15
L001963,Y,N,Y,Y,Y,INCOMPLETE,2026-08-04
L001964,N,N,Y,Y,Y,COMPLETE,2026-05-25
L001965,Y,N,N,N,Y,COMPLETE,2025-10-06
L001966,N,Y,Y,N,Y,INCOMPLETE,2025-10-05
L001967,Y,N,Y,N,Y,COMPLETE,2026-01-19
L001968,N,N,Y,Y,N,INCOMPLETE,2026-01-07
L001969,N,N,N,Y,Y,MISSING,2026-05-16
L001970,Y,N,Y,N,Y,MISSING,2026-04-30
L001971,Y,N,Y,N,N,COMPLETE,2025-09-08
L001972,Y,N,Y,Y,Y,INCOMPLETE,2026-07-30
L001973,Y,N,Y,N,Y,MISSING,2026-08-09
L001974,Y,N,Y,N,Y,COMPLETE,2026-01-29
L001975,Y,Y,Y,N,N,COMPLETE,2026-07-16
L001976,Y,N,Y,N,Y,COMPLETE,2025-10-08
L001977,N,Y,N,N,Y,INCOMPLETE,2025-12-22
L001978,N,N,Y,N,N,COMPLETE,2026-08-07
L001979,Y,N,Y,N,Y,COMPLETE,2026-06-17
L001980,Y,N,Y,N,Y,MISSING,2025-12-16
L001981,N,Y,Y,Y,Y,COMPLETE,2026-07-25
L001982,Y,N,Y,N,Y,COMPLETE,2025-10-04
L001983,Y,Y,N,N,Y,COMPLETE,2026-04-05
L001984,Y,N,Y,N,Y,MISSING,2025-11-25
L001985,N,N,Y,Y,Y,COMPLETE,2025-09-02
L001986,N,N,Y,N,Y,COMPLETE,2026-07-22
L001987,Y,Y,N,N,N,COMPLETE,2026-08-24
L001988,N,Y,Y,Y,Y,COMPLETE,2025-11-02
L001989,N,Y,Y,N,Y,COMPLETE,2025-12-09
L001990,Y,Y,Y,N,Y,COMPLETE,2025-11-18
L001991,N,Y,N,N,Y,INCOMPLETE,2026-03-03
L001992,Y,Y,N,N,N,COMPLETE,2026-03-22
L001993,N,N,Y,N,Y,COMPLETE,2025-10-31
L001994,Y,Y,N,N,Y,COMPLETE,2026-08-11
L001995,Y,N,Y,N,N,INCOMPLETE,2025-11-25
L001996,Y,N,Y,N,N,COMPLETE,2026-02-08
L001997,Y,Y,Y,N,Y,COMPLETE,2026-01-22
L001998,Y,Y,Y,N,Y,COMPLETE,2026-06-09
L001999,Y,N,N,N,Y,COMPLETE,2026-06-15
L002000,Y,N,N,N,Y,COMPLETE,2026-02-14
